ra,dec,gmag,gflux,gflux_err,rmag,rflux,rflux_err,imag,iflux,iflux_err
63.79111852844028,51.24752514249933,-13.834685157278617,341880.28939687135,593.3984572246233,-13.307801572367337,210436.2863091898,469.42951454829836,-12.110252915281151,69839.50717802362,274.24582234431335
63.84153067592258,51.213363180262284,-13.186504911073014,188192.3495692447,445.45907691833645,-12.851999886858732,138292.92256850871,384.9944225418986,-12.10463892153398,69479.32148698099,273.58835023126636
63.96484722071347,51.27528432928129,-13.186362226870742,188167.61951896013,445.43131811610624,-12.882178857990471,142190.81490550295,390.02384250884484,-12.103626797102606,69414.58296980111,273.47001090628964
63.84153067592258,51.213363180262284,-13.186504911073014,188192.3495692447,445.45907691833645,-12.851999886858732,138292.92256850871,384.9944225418986,-12.097729803635453,69038.59133677857,272.7816988583795
63.84153067592258,51.213363180262284,-13.186504911073014,188192.3495692447,445.45907691833645,-12.851999886858732,138292.92256850871,384.9944225418986,-12.094609207365894,68840.44720414371,272.41826498865447
63.84381939504489,51.19040053895844,-13.280530076964755,205216.38395183152,464.17434611525357,-13.371369640562115,223124.80619204688,482.75520609508516,-12.08050322631388,67951.85086982814,270.7824122152567
63.69182553734281,51.214402551836045,-13.152817952186165,182442.98988801675,438.95834600529975,-12.836122823574081,136285.3360641918,382.37824059960974,-12.052340000630705,66211.8923446187,267.55028731044894
63.84172336825351,51.213692103747455,-13.125411476615252,177895.34771484786,433.74737734600717,-12.772149487466315,128487.17927136936,372.0416133865009,-12.021509101086,64358.163158012416,264.06330122396315
63.93518012832316,51.1202651975241,-12.86014753124125,139334.61197574818,386.75063234006467,-12.581415747034372,107786.97872928838,343.0958489243926,-11.996201365737367,62875.36892131608,261.240565028866
63.84395567122873,51.190979033726144,-13.496335397832627,250342.2545614013,510.47398974001896,-12.880495443348059,141970.5214049157,389.74132989045046,-11.988644290041272,62439.25549195238,260.40453027402856
63.694402801443154,51.134709094360836,-13.27036087943277,203303.26425916003,462.10897405141543,-13.151704630927533,182256.00749329219,438.38771688216065,-11.957967281155401,60699.75140924329,257.04282776325107
63.84307419586443,51.191401953526444,-13.079400069830294,170513.994316241,425.1534240200033,-12.825621882618224,134973.57562059147,380.6591105443987,-11.9466155575424,60068.42197984176,255.81181730937848
63.791441260926135,51.247521937656735,-13.711073346405975,305090.95936443115,561.5446545058753,-13.307801572367337,210436.2863091898,469.42951454829836,-11.9377500334374,59579.93339469597,254.85524771913376
63.93518012832316,51.1202651975241,-12.86014753124125,139334.61197574818,386.75063234006467,-12.581415747034372,107786.97872928838,343.0958489243926,-11.92890330488373,59096.44032762072,253.90491177388787
63.84307419586443,51.191401953526444,-13.079400069830294,170513.994316241,425.1534240200033,-12.825621882618224,134973.57562059147,380.6591105443987,-11.917298286601415,58468.14490654439,252.66461723365512
63.72822829730775,51.16199959456663,-13.173677415678073,185982.02251911038,442.9711753137015,-12.808062110973857,132808.18587477886,377.80414065311686,-11.890049310342924,57019.01677368616,249.7804649466632
63.963901300468436,51.27422768553379,-13.25025184667969,199572.51884286146,458.05453658112935,-12.717295964914792,122157.00771644614,363.4347128939494,-11.821102148005004,53510.72796554034,242.6561185316072
63.84103802583014,51.21323970245681,-13.05571530648109,166834.5992964494,420.804038640483,-12.755074840286282,126482.35293227104,369.33742804125916,-11.792979677029914,52142.50252127432,239.82027941056066
63.693247895240155,51.21506063874312,-13.078889129637815,170433.77044944162,425.05906658855463,-13.117281671644804,176568.272764775,431.85189079664366,-11.791190052706144,52056.62657235404,239.64117022673526
63.728746373415916,51.16275243908441,-12.898773266498075,144380.75436527678,393.2202868685293,-12.842296229184724,137062.45034137595,383.3930530946501,-11.789528651471885,51977.03006858815,239.47503828974163
63.94172976446327,51.16678931554747,-12.924180876754154,147799.2909892705,397.5433694944014,-12.593546644228468,108998.03225809087,344.85622377731875,-11.779883644960185,51517.34320568294,238.5133268833589
63.727507543758946,51.161541694961606,-12.520739740134179,101928.56171607628,334.9179024115731,-12.615043456323129,111177.62249595804,348.0020191260667,-11.74795163810863,50024.25796454991,235.36253282932478
63.69569059617679,51.13515860850865,-13.058617813277229,167281.19617018526,421.33435156639786,-12.593942541669483,109037.78400458937,344.9138542077581,-11.737440223257282,49542.29138445266,234.33641475395524
63.941731486216206,51.16721068487296,-12.7509910403036,126007.50606723798,369.119148388335,-11.970720575858078,61416.947879713734,267.10434421696516,-11.730710981317014,49236.184738282165,233.68236697185185
63.694667517737045,51.13417287661735,-13.356291852100977,220047.65302324624,479.8844576175998,-13.151704630927533,182256.00749329219,438.38771688216065,-11.695429659891591,47661.95628097393,230.2894269745335
63.694667517737045,51.13417287661735,-13.356291852100977,220047.65302324624,479.8844576175998,-13.151704630927533,182256.00749329219,438.38771688216065,-11.694988331222806,47642.58664666675,230.24736815423498
63.96484722071347,51.27528432928129,-13.186362226870742,188167.61951896013,445.43131811610624,-12.882178857990471,142190.81490550295,390.02384250884484,-11.685710915780605,47237.22388004446,229.3654023067331
63.93518012832316,51.1202651975241,-12.86014753124125,139334.61197574818,386.75063234006467,-12.581415747034372,107786.97872928838,343.0958489243926,-11.680154392417547,46996.0932614159,228.8391512759584
63.94163329307204,51.16652450449494,-12.838371775183743,136567.9247620939,383.1571014633366,-12.4680297725371,97098.36320108947,327.148507593953,-11.660982770112934,46173.53319969037,227.0347926970125
63.72779956750927,51.1627628749176,-12.382926588744104,89778.14660231816,316.258733068369,-12.816733119841947,133873.07774315999,379.21083919505946,-11.660136072248902,46137.53938108272,226.95550946466972
63.84038955223189,51.212790727475415,-12.27499124643421,81282.39628810041,302.5290662528018,-11.871700608810979,56063.504723759346,256.88769441843766,-11.639114407819234,45252.8319834231,224.99799083260314
63.84153067592258,51.213363180262284,-13.186504911073014,188192.3495692447,445.45907691833645,-12.851999886858732,138292.92256850871,384.9944225418986,-11.609816287699427,44048.032560297215,222.30451289972115
63.94172976446327,51.16678931554747,-12.924180876754154,147799.2909892705,397.5433694944014,-12.593546644228468,108998.03225809087,344.85622377731875,-11.589269469691564,43222.291489206415,220.4394596810913
63.694402801443154,51.134709094360836,-13.27036087943277,203303.26425916003,462.10897405141543,-13.151704630927533,182256.00749329219,438.38771688216065,-11.58505350195265,43054.782612563984,220.0591886467117
63.728746373415916,51.16275243908441,-12.898773266498075,144380.75436527678,393.2202868685293,-12.842296229184724,137062.45034137595,383.3930530946501,-11.565569147404386,42289.02369822047,218.31236243856083
63.85671836994579,51.20333165744133,-12.728628921063,123438.76512722668,365.62303642812003,-12.354710834238073,87475.0770507745,312.0943124612106,-11.549318683897642,41660.787360492286,216.86874199795912
63.856927261993334,51.203491242247416,-12.70547836097587,120834.60991135567,362.04426462940603,-12.351590245191854,87224.01988302328,311.6918393267372,-11.529058843734159,40890.60511819648,215.08572480172074
63.941538403609364,51.166219764149204,-12.529360036408452,102741.05348230434,336.1286853602293,-12.4680297725371,97098.36320108947,327.148507593953,-11.52552119929058,40757.58845102506,214.77628441313098
63.95873401866768,51.15861543647232,-12.643289463316643,114107.91904373371,352.6320443230102,-12.310546820716885,83988.28790443996,306.4572902123577,-11.517973495262549,40475.23678474448,214.11795973254917
63.85671836994579,51.20333165744133,-12.728628921063,123438.76512722668,365.62303642812003,-12.354710834238073,87475.0770507745,312.0943124612106,-11.516810235245874,40431.8947548074,214.01672516439567
63.963901300468436,51.27422768553379,-13.25025184667969,199572.51884286146,458.05453658112935,-12.717295964914792,122157.00771644614,363.4347128939494,-11.513544890734186,40310.478767039356,213.7328768868384
63.95850472458258,51.15843554660655,-12.6184332693689,111525.2762699734,348.95087893522367,-12.27081468191249,80970.32319284607,301.4931276376086,-11.503923491145102,39954.840054594904,212.89928123382657
63.694402801443154,51.134709094360836,-13.27036087943277,203303.26425916003,462.10897405141543,-13.151704630927533,182256.00749329219,438.38771688216065,-11.495156644658627,39633.521141805555,212.14331249674268
63.72813541162115,51.16161077517138,-12.913563766255225,146361.04664017068,395.73032014221803,-12.664946334123055,116406.84902955455,355.43583365977014,-11.486962579606992,39335.53232691251,211.43981702176526
63.817497841372855,51.156199979456105,-12.61895391658838,111578.76923548945,349.02751879354895,-12.268855234729648,80824.32641069562,301.2509074352422,-11.477069533115236,38978.74152066415,210.59440974524756
63.81731752956259,51.15596368767161,-12.608565341027507,110516.24904570813,347.5020700447694,-12.269807049464209,80895.21242766755,301.3685372555151,-11.469897596358763,38722.11215721408,209.9842281041582
63.842657718007786,51.19018286755235,-13.397080741195971,228471.63860588876,488.58272405558967,-13.21088611900838,192466.18927397826,449.88217579032795,-11.469629368047347,38712.54714146161,209.96145131129828
63.694667517737045,51.13417287661735,-13.356291852100977,220047.65302324624,479.8844576175998,-13.151704630927533,182256.00749329219,438.38771688216065,-11.46332125939436,38488.28003408688,209.42670299981316
63.95893831703346,51.158862058935675,-12.584698816578495,108113.40029271171,344.0273825328493,-12.272170048359612,81071.46469151143,301.66081533963387,-11.451034667310099,38055.18757435696,208.3901424483462
63.69569059617679,51.13515860850865,-13.058617813277229,167281.19617018526,421.33435156639786,-12.593942541669483,109037.78400458937,344.9138542077581,-11.427452225069018,37237.53205095142,206.41898155508008
63.85607697327345,51.203161370046445,-12.479108125627613,98094.18205958583,329.14377056125113,-11.953549576765086,60453.27463417426,265.2942846237656,-11.424729744982836,37144.27602601978,206.1929676815018
63.85697351238269,51.20311654549754,-12.603264614301215,109978.00712743738,346.7267609618979,-12.075989992351985,67669.97202439628,278.5637356948272,-11.419488539935564,36965.400506026715,205.7587529154271
63.81689653079339,51.156232051998565,-12.3819654202037,89698.70396677035,316.13311058233376,-11.849961619327054,54952.14479826597,254.71538551514163,-11.398511249709884,36258.05470513814,204.0326410171255
63.94467603418335,51.18193763474452,-12.533710158614497,103153.52262791512,336.7416847787141,-12.188741029484547,75075.18512698569,291.55268468468427,-11.398294469800973,36250.816083876474,204.01490136546778
63.817604962463044,51.156233018385464,-12.60238088455258,109888.52747953447,346.5977021262925,-12.268855234729648,80824.32641069562,301.2509074352422,-11.39786518370295,36236.48581173238,203.97977769136196
